Date,Close
2017-07-11,7.735000133514404
2017-07-12,7.820000171661377
2017-07-13,7.78000020980835
2017-07-14,7.835000038146973
2017-07-17,7.820000171661377
2017-07-18,7.775000095367432
2017-07-19,7.690000057220459
2017-07-20,7.760000228881836
2017-07-21,7.840000152587891
2017-07-24,7.840000152587891
2017-07-25,7.90500020980835
2017-07-26,7.954999923706055
2017-07-27,7.795000076293945
2017-07-28,7.855000019073486
2017-07-31,7.900000095367432
2017-08-01,7.954999923706055
2017-08-02,7.889999866485596
2017-08-03,7.885000228881836
2017-08-04,7.835000038146973
2017-08-07,7.769999980926514
2017-08-08,7.760000228881836
2017-08-09,7.800000190734863
2017-08-10,7.659999847412109
2017-08-11,7.744999885559082
2017-08-14,7.735000133514404
2017-08-15,7.744999885559082
2017-08-16,7.824999809265137
2017-08-17,7.965000152587891
2017-08-18,7.394999980926514
2017-08-21,7.28000020980835
2017-08-22,7.130000114440918
2017-08-23,7.409999847412109
2017-08-24,7.494999885559082
2017-08-25,7.574999809265137
2017-08-28,7.65500020980835
2017-08-29,7.635000228881836
2017-08-30,7.525000095367432
2017-08-31,7.5
2017-09-01,7.420000076293945
2017-09-05,7.324999809265137
2017-09-06,7.309999942779541
2017-09-07,7.289999961853027
2017-09-08,7.264999866485596
2017-09-11,7.284999847412109
2017-09-12,7.269999980926514
2017-09-13,7.264999866485596
2017-09-14,7.275000095367432
2017-09-15,7.324999809265137
2017-09-18,7.400000095367432
2017-09-19,7.400000095367432
2017-09-20,7.420000076293945
2017-09-21,7.320000171661377
2017-09-22,7.295000076293945
2017-09-25,7.15500020980835
2017-09-26,7.170000076293945
2017-09-27,7.150000095367432
2017-09-28,7.135000228881836
2017-09-29,7.295000076293945
2017-10-02,7.340000152587891
2017-10-03,7.275000095367432
2017-10-04,7.255000114440918
2017-10-05,7.260000228881836
2017-10-06,7.315000057220459
2017-10-09,7.34499979019165
2017-10-10,7.380000114440918
2017-10-11,7.289999961853027
2017-10-12,7.304999828338623
2017-10-13,7.355000019073486
2017-10-16,7.309999942779541
2017-10-17,7.230000019073486
2017-10-18,7.289999961853027
2017-10-19,7.349999904632568
2017-10-20,7.28000020980835
2017-10-23,7.414999961853027
2017-10-24,7.260000228881836
2017-10-25,7.505000114440918
2017-10-26,7.505000114440918
2017-10-27,7.5
2017-10-30,7.445000171661377
2017-10-31,7.425000190734863
2017-11-01,7.324999809265137
2017-11-02,7.295000076293945
2017-11-03,7.315000057220459
2017-11-06,7.409999847412109
2017-11-07,7.425000190734863
2017-11-08,7.460000038146973
2017-11-09,7.489999771118164
2017-11-10,7.505000114440918
2017-11-13,7.400000095367432
2017-11-14,7.454999923706055
2017-11-15,7.420000076293945
2017-11-16,7.635000228881836
2017-11-17,7.59499979019165
2017-11-20,7.539999961853027
2017-11-21,7.559999942779541
2017-11-22,7.599999904632568
2017-11-24,7.804999828338623
2017-11-27,7.764999866485596
2017-11-28,7.78000020980835
2017-11-29,7.75
2017-11-30,7.78000020980835
2017-12-01,7.53000020980835
2017-12-04,7.730000019073486
2017-12-05,7.84499979019165
2017-12-06,7.78000020980835
2017-12-07,7.835000038146973
2017-12-08,7.840000152587891
2017-12-11,7.929999828338623
2017-12-12,7.954999923706055
2017-12-13,7.945000171661377
2017-12-14,7.949999809265137
2017-12-15,8.029999732971191
2017-12-18,8.020000457763672
2017-12-19,7.994999885559082
2017-12-20,8.0
2017-12-21,8.045000076293945
2017-12-22,8.050000190734863
2017-12-26,8.104999542236328
2017-12-27,8.09000015258789
2017-12-28,8.079999923706055
2017-12-29,8.109999656677246
2018-01-02,8.145000457763672
2018-01-03,8.074999809265137
2018-01-04,8.024999618530273
2018-01-05,8.175000190734863
2018-01-08,8.239999771118164
2018-01-09,8.369999885559082
2018-01-10,8.494999885559082
2018-01-11,8.635000228881836
2018-01-12,8.404999732971191
2018-01-16,8.890000343322754
2018-01-17,9.0600004196167
2018-01-18,8.960000038146973
2018-01-19,8.994999885559082
2018-01-22,9.145000457763672
2018-01-23,9.225000381469728
2018-01-24,9.229999542236328
2018-01-25,9.225000381469728
2018-01-26,9.25
2018-01-29,9.274999618530272
2018-01-30,9.125
2018-01-31,9.005000114440918
2018-02-01,8.96500015258789
2018-02-02,8.875
2018-02-05,8.6850004196167
2018-02-06,8.734999656677246
2018-02-07,8.739999771118164
2018-02-08,8.555000305175781
2018-02-09,8.680000305175781
