epoch;loss;val_loss
0;0.026239633560180664;0.182135671377182
1;0.008325677365064621;0.17800398170948029
2;0.004425342194736004;0.1581559181213379
3;0.0018842960707843304;0.20064440369606018
4;0.0016731353243812919;0.25553661584854126
5;0.0014916642103344202;0.25903159379959106
6;0.0013539937790483236;0.1934822052717209
7;0.0011944030411541462;0.21226246654987335
8;0.0011154005769640207;0.16393010318279266
9;0.001051621395163238;0.11487097293138504
10;0.0011260510655120015;0.04994133487343788
11;0.001058752997778356;0.05778992921113968
12;0.0009525050409138203;0.07478377968072891
13;0.0008918128442019224;0.07036827504634857
14;0.0008890696335583925;0.07352142035961151
15;0.0008252391126006842;0.035805683583021164
16;0.0008600740693509579;0.037849061191082
17;0.000851854681968689;0.041800472885370255
18;0.000808536889962852;0.026311282068490982
19;0.0009184363880194724;0.04213308170437813
20;0.0007351275999099016;0.048266515135765076
21;0.0007073460728861392;0.03225286677479744
22;0.0006495856214314699;0.0073740133084356785
23;0.0007125961128622293;0.013293563388288021
24;0.000658852921333164;0.023806093260645866
25;0.0006510689854621887;0.008151868358254433
26;0.0006285979761742055;0.002536655403673649
27;0.0007349648512899876;0.021126894280314445
28;0.0006775013171136379;0.021130016073584557
29;0.0006692581227980554;0.00349008128978312
30;0.0005941977142356336;0.01255412120372057
31;0.000652341463137418;0.004601793363690376
32;0.0005687869852408767;0.01005302183330059
33;0.0006469304207712412;0.014239066280424595
34;0.000572974095121026;0.002340942621231079
35;0.0005824238760396838;0.012690720148384571
36;0.000542829860933125;0.004593301098793745
37;0.0005558415432460606;0.0018467085901647806
38;0.0005175841506570578;0.006159602664411068
39;0.0005405267002061009;0.001637934474274516
40;0.000545985356438905;0.0017404818208888173
41;0.0005461010150611401;0.0015851795906201005
42;0.0005509423208422959;0.002289852127432823
43;0.0005047020385973155;0.003454203950241208
44;0.000525777053553611;0.0023139372933655977
45;0.0004975548945367336;0.002267646137624979
46;0.0005186257185414433;0.0020107971504330635
47;0.0005428876611404121;0.0015755329513922334
48;0.0005055061774328351;0.0015634845476597548
49;0.00047291614464484155;0.0015175999142229557
50;0.00046679622028023005;0.0014724956126883626
51;0.00046060761087574065;0.001881855190731585
52;0.0004664382431656122;0.0012257816269993782
53;0.0004789494851138443;0.0032399212941527367
54;0.0004930123686790466;0.0017936682561412454
55;0.0005207342910580337;0.002483282471075654
56;0.00047779048327356577;0.0013586723944172263
57;0.0004459453921299428;0.0013300232822075486
58;0.00043818005360662937;0.0020414278842508793
59;0.0004743496247101575;0.002752212341874838
60;0.0004502340452745557;0.0018920192960649729
61;0.0005297010648064315;0.0018505702028051019
62;0.00047927355626598;0.0021862327121198177
63;0.00046503383782692254;0.0016532050212845206
64;0.0005075666704215109;0.0014952191850170493
65;0.0004803184128832072;0.003234084928408265
66;0.00047130664461292326;0.0011949026957154274
67;0.00044973453623242676;0.002665913663804531
68;0.000405606726417318;0.0012225814862176776
69;0.0004087017150595784;0.0017801469657570124
70;0.0004101569938939065;0.001556910458020866
71;0.00040554581210017204;0.0017848763382062316
72;0.0004139444208703935;0.0023787927348166704
73;0.0004374333657324314;0.0012637556064873934
74;0.0003998223692178726;0.0041032410226762295
75;0.00040859600994735956;0.005557347554713488
76;0.00046508898958563805;0.001514533767476678
77;0.00042052753269672394;0.002543532056733966
78;0.0003984207578469068;0.001993843587115407
79;0.00043360632844269276;0.001701907953247428
80;0.0003949130477849394;0.001918995869345963
81;0.000435560941696167;0.0016808538930490613
82;0.00044054363388568163;0.006843400187790394
83;0.00045114170643500984;0.001661844551563263
84;0.0004935668548569083;0.0017537184758111835
85;0.00045056233648210764;0.0011689836392179132
86;0.0004011988639831543;0.001248250948265195
87;0.0003927695215679705;0.0014128960901871324
88;0.0004059226776007563;0.0013018700992688537
89;0.0003678110660985112;0.0011386602418497205
90;0.000349086825735867;0.002347583882510662
91;0.0003794866206590086;0.0015627461252734065
92;0.00038909754948690534;0.0012140843318775296
93;0.00034973930451087654;0.0035882368683815002
94;0.0003642741357907653;0.0026032975874841213
95;0.0003742006665561348;0.0030995614361017942
96;0.00037707979208789766;0.0011034449562430382
97;0.00035505968844518065;0.003054517088457942
98;0.000406234641559422;0.0010764646576717496
99;0.000359101191861555;0.003105130745097995
