epoch;loss;val_loss
0;0.0012222190853208303;0.04023541510105133
1;0.0010891628917306662;0.030860887840390205
2;0.0011901361867785454;0.005496959667652845
3;0.0010123886168003082;0.007501398213207722
4;0.001001028809696436;0.006900434847921133
5;0.0009087208309210837;0.020250510424375534
6;0.0009345978614874184;0.012400440871715546
7;0.0009317229269072413;0.008540662005543709
8;0.0009950901148840785;0.016856510192155838
9;0.0010117011843249202;0.007314800750464201
10;0.0009710391168482602;0.01051839254796505
11;0.0008629614603705704;0.007804281078279018
12;0.001001716242171824;0.010641365312039852
13;0.0008887490839697421;0.010465938597917557
14;0.0009416074026376009;0.019096676260232925
15;0.0008233253611251712;0.003209997434169054
16;0.000877244456205517;0.006611773278564215
17;0.0007875662995502353;0.010823211632668972
18;0.0008890387834981084;0.016937950626015663
19;0.0007654898799955845;0.005431726109236479
20;0.0009978230809792876;0.0030850188340991735
21;0.000862708839122206;0.024715008214116096
22;0.0008622323512099683;0.00959736481308937
23;0.000816246320027858;0.005186806432902813
24;0.0007628605235368013;0.010719823651015759
25;0.00073742720996961;0.0037925117649137974
26;0.0007455212180502713;0.006319624837487936
27;0.0007660395931452513;0.0024136800784617662
28;0.0008001171518117189;0.0032443173695355654
29;0.0007414566352963448;0.0050605288706719875
30;0.0007534971227869391;0.004330468364059925
31;0.0007291820948012173;0.0027906836476176977
32;0.0007741958252154291;0.0030483112204819918
33;0.0008070518961176276;0.00916869007050991
34;0.0007320106960833073;0.008084386587142944
35;0.00086554343579337;0.008128190413117409
36;0.0007169024902395904;0.002474894979968667
37;0.0007017903262749314;0.009525428526103497
38;0.0007219075923785567;0.0044050319120287895
39;0.0007230013725347817;0.009032371453940868
40;0.0006828142213635147;0.002114151371642947
41;0.0006853792583569884;0.006598226260393858
42;0.0006752738263458014;0.0030412375926971436
43;0.0007012236746959388;0.009023225866258144
44;0.0007319384603761137;0.011383620090782642
45;0.0007891615969128907;0.006043419241905212
46;0.0007051216089166701;0.002141111297532916
47;0.0006548300734721124;0.0052101463079452515
48;0.0006555488216690719;0.005374070722609758
49;0.0006504241609945893;0.011634983122348785
50;0.0006703605176880956;0.008587604388594627
51;0.0006019442225806415;0.007606619969010353
52;0.0005808404530398548;0.004752311855554581
53;0.0006781889242120087;0.0033516776748001575
54;0.0006559072062373161;0.001962111797183752
55;0.000671089394018054;0.0023012040182948112
56;0.0005589119391515851;0.005339674651622772
57;0.0006810725899413228;0.0011522172717377543
58;0.0006640743231400847;0.002229351084679365
59;0.0006432539084926248;0.0024891034699976444
60;0.000638917728792876;0.003693533595651388
61;0.0006072904798202217;0.006786896847188473
62;0.000657453085295856;0.0010883125942200422
63;0.0006639091880060732;0.0011110752820968628
64;0.0005495091900229454;0.003793164389207959
65;0.0005877387011423707;0.0010402902262285352
66;0.0005835004267282784;0.004045983776450157
67;0.0005465183057822287;0.0033468317706137896
68;0.0005911150947213173;0.004124316852539778
69;0.0006382129504345357;0.0015824181027710438
70;0.0005643781623803079;0.004533393308520317
71;0.000622878666035831;0.0014386874390766025
72;0.0006955005810596049;0.002842376008629799
73;0.0005850872257724404;0.0012230570428073406
74;0.0007079642382450402;0.0014037485234439373
75;0.000538069405592978;0.0010903944494202733
76;0.0006261784001253545;0.0032909971196204424
77;0.0005610437365248799;0.004961850121617317
78;0.0005508570466190577;0.0021052411757409573
79;0.0005949593614786863;0.0013593974290415645
80;0.0005590792279690504;0.006224266719073057
81;0.0006243576644919813;0.0018139699241146445
82;0.0005279555916786194;0.005233454518020153
83;0.0006244909600354731;0.003515500109642744
84;0.0006085719214752316;0.0012507723877206445
85;0.0006567585514858365;0.0021217241883277893
